complaint_id,date_received,district_occurrence,general_cap_classification,summary,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
16-0051,2016-01-29,0300,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-26-16 at 12:43am, officers assigned to the 3rd District did not follow proper procedures.",30677186,black,male,1700 17TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0052,2016-02-02,1500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-2-15 at 7:30pm, they were verbally abused during a search of their residence by officers assigned to the 15th District.",38091241,white,male,0700 07TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0052,2016-02-02,1500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 12-2-15 at 7:30pm, they were verbally abused during a search of their residence by officers assigned to the 15th District.",94297296,black,female,9821 SAFETY OFFICE,Departmental Violation,No Sustained Findings,Not Applicable
16-0053,2016-02-03,2200,LACK OF SERVICE,"According to the complainant, on 1-22-16 at 2:00pm, they did not receive proper service from officers assigned to the 22nd District.",61694166,white,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0053,2016-02-03,2200,LACK OF SERVICE,"According to the complainant, on 1-22-16 at 2:00pm, they did not receive proper service from officers assigned to the 22nd District.",55869180,black,male,2200 22ND DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0054,2016-02-11,1200,NON-INVESTIGATORY INCIDENT,"According to the complainant, in May of 2015, they were falsely arrested and did not receive proper service from officers assigned to the 12th District.",10091211,black,male,1200 12TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
16-0054,2016-02-11,1200,NON-INVESTIGATORY INCIDENT,"According to the complainant, in May of 2015, they were falsely arrested and did not receive proper service from officers assigned to the 12th District.",53971635,asian,male,1200 12TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
16-0055,2016-02-03,1500,LACK OF SERVICE,"According to the complainant, on 10-15-15 at 8:30pm, they did not receive proper service from a detective assigned to Northeast Detective Division.",48747636,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0055,2016-02-03,1500,LACK OF SERVICE,"According to the complainant, on 10-15-15 at 8:30pm, they did not receive proper service from a detective assigned to Northeast Detective Division.",80554086,white,male,6400 NORTHEAST DET,Lack of Service,No Sustained Findings,Not Applicable
16-0055,2016-02-03,1500,LACK OF SERVICE,"According to the complainant, on 10-15-15 at 8:30pm, they did not receive proper service from a detective assigned to Northeast Detective Division.",94793741,white,male,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0056,2016-02-04,1800,LACK OF SERVICE,"According to the complainant, on 1-26-16, they did not receive proper service from a detective assigned to Southwest Detective Division.",66140882,white,male,6500 SOUTHWEST DET,Lack of Service,No Sustained Findings,Not Applicable
16-0057,2016-02-04,1200,PHYSICAL ABUSE,"According to the complainant, on 1-28-16 at 7:48pm, their family member was physically abused by officers assigned to the 12th District.",24121095,black,male,1200 12TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0057,2016-02-04,1200,PHYSICAL ABUSE,"According to the complainant, on 1-28-16 at 7:48pm, their family member was physically abused by officers assigned to the 12th District.",35678026,black,male,1200 12TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0057,2016-02-04,1200,PHYSICAL ABUSE,"According to the complainant, on 1-28-16 at 7:48pm, their family member was physically abused by officers assigned to the 12th District.",35678026,black,male,1200 12TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0058,2016-02-10,1900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-28-16 at 1:00am, they were verbally abused and falsely arrested by a sergeant assigned to the 19th District.",87629625,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0058,2016-02-10,1900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-28-16 at 1:00am, they were verbally abused and falsely arrested by a sergeant assigned to the 19th District.",87629625,white,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0058,2016-02-10,1900,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-28-16 at 1:00am, they were verbally abused and falsely arrested by a sergeant assigned to the 19th District.",87629625,white,male,1900 19TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0059,2016-02-12,1900,NON-INVESTIGATORY INCIDENT,"According to the complainant, on 1-28-16 at 1:00am, they were verbally abused and falsely arrested by a sergeant assigned to the 19th District.",87629625,white,male,1900 19TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
16-0060,2016-02-12,0800,NON-INVESTIGATORY INCIDENT,"According to the complainant, on 1-29-16 at 2:00pm, they were improperly issued a parking citation by an officer assigned to the 8th District.",57849466,white,male,0800 08TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
16-0061,2016-02-04,1700,VERBAL ABUSE,"According to the complainant, on 1-31-16 at 2:20am, they were verbally abused by a sergeant assigned to the 17th District.",90524179,white,male,1700 17TH DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0062,2016-02-04,1200,NON-INVESTIGATORY INCIDENT,"According to the complainant, on 1-28-16 at 7:48pm their family member was physically abused by officers assigned to the 12th District.",24121095,black,male,1200 12TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
16-0062,2016-02-04,1200,NON-INVESTIGATORY INCIDENT,"According to the complainant, on 1-28-16 at 7:48pm their family member was physically abused by officers assigned to the 12th District.",35678026,black,male,1200 12TH DISTRICT,No C.A.P. Investigation,Not Applicable,Not Applicable
16-0063,2016-02-09,2400,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-29-16 at 4:25pm, officers assigned to the 25th District did not follow proper police procedure.",71090738,white,male,2500 25TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
16-0063,2016-02-09,2400,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-29-16 at 4:25pm, officers assigned to the 25th District did not follow proper police procedure.",71090738,white,male,2500 25TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0064,2016-02-09,0200,PHYSICAL ABUSE,"According to the complainant, on 1-26-16 at 1:21pm, their family member was physically and verbally abused by officers assigned to the 2nd District.",86291696,white,male,0200 02ND DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0064,2016-02-09,0200,PHYSICAL ABUSE,"According to the complainant, on 1-26-16 at 1:21pm, their family member was physically and verbally abused by officers assigned to the 2nd District.",86291696,white,male,0200 02ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0064,2016-02-09,0200,PHYSICAL ABUSE,"According to the complainant, on 1-26-16 at 1:21pm, their family member was physically and verbally abused by officers assigned to the 2nd District.",86291696,white,male,0200 02ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0064,2016-02-09,0200,PHYSICAL ABUSE,"According to the complainant, on 1-26-16 at 1:21pm, their family member was physically and verbally abused by officers assigned to the 2nd District.",86291696,white,male,0200 02ND DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0065,2016-02-09,0800,LACK OF SERVICE,"According to the complainant, on 1-16-16 at 9:30pm, they did not receive proper service from a sergeant assigned to the 8th District.",21168863,white,male,0800 08TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0066,2016-02-09,2500,PHYSICAL ABUSE,"According to the complainant, on 1-28-16, they were physically abused by officers assigned to the 25th District.",75547754,black,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0066,2016-02-09,2500,PHYSICAL ABUSE,"According to the complainant, on 1-28-16, they were physically abused by officers assigned to the 25th District.",50567933,latino,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0066,2016-02-09,2500,PHYSICAL ABUSE,"According to the complainant, on 1-28-16, they were physically abused by officers assigned to the 25th District.",75547754,black,male,2500 25TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0067,2016-02-09,0300,VERBAL ABUSE,"According to the complainant, on 1-18-16 at 11:20pm, they were verbally abused by officers assigned to the 3rd District.",82147790,white,male,0300 03RD DISTRICT,Verbal Abuse,No Sustained Findings,Not Applicable
16-0068,2016-02-09,1500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-14-16 at 4:00pm, officers assigned to the 15th District did not follow proper police procedure.",13381959,latino,female,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0068,2016-02-09,1500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-14-16 at 4:00pm, officers assigned to the 15th District did not follow proper police procedure.",13381959,latino,female,1500 15TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0068,2016-02-09,1500,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 1-14-16 at 4:00pm, officers assigned to the 15th District did not follow proper police procedure.",13381959,latino,female,1500 15TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0069,2016-02-09,2500,LACK OF SERVICE,"According to the complainant, on 1-30-16, they did not receive proper service from officers assigned to the 25th District.",73012315,white,male,2500 25TH DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
16-0070,2016-02-09,0100,PHYSICAL ABUSE,"According to the complainant, on 2-2-16 at 9:30pm, they were physically and verbally abused by officers assigned to the 35th District.",90705110,black,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0070,2016-02-09,0100,PHYSICAL ABUSE,"According to the complainant, on 2-2-16 at 9:30pm, they were physically and verbally abused by officers assigned to the 35th District.",90705110,black,male,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0070,2016-02-09,0100,PHYSICAL ABUSE,"According to the complainant, on 2-2-16 at 9:30pm, they were physically and verbally abused by officers assigned to the 35th District.",19545633,latino,male,3500 35TH DISTRICT,Physical Abuse,Sustained Finding,Training/Counseling
16-0070,2016-02-09,0100,PHYSICAL ABUSE,"According to the complainant, on 2-2-16 at 9:30pm, they were physically and verbally abused by officers assigned to the 35th District.",90705110,black,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0070,2016-02-09,0100,PHYSICAL ABUSE,"According to the complainant, on 2-2-16 at 9:30pm, they were physically and verbally abused by officers assigned to the 35th District.",90705110,black,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0070,2016-02-09,0100,PHYSICAL ABUSE,"According to the complainant, on 2-2-16 at 9:30pm, they were physically and verbally abused by officers assigned to the 35th District.",90705110,black,male,3500 35TH DISTRICT,Verbal Abuse,Sustained Finding,Training/Counseling
16-0070,2016-02-09,0100,PHYSICAL ABUSE,"According to the complainant, on 2-2-16 at 9:30pm, they were physically and verbally abused by officers assigned to the 35th District.",19545633,latino,male,3500 35TH DISTRICT,Physical Abuse,No Sustained Findings,Not Applicable
16-0070,2016-02-09,0100,PHYSICAL ABUSE,"According to the complainant, on 2-2-16 at 9:30pm, they were physically and verbally abused by officers assigned to the 35th District.",31156465,latino,female,3500 35TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
16-0070,2016-02-09,0100,PHYSICAL ABUSE,"According to the complainant, on 2-2-16 at 9:30pm, they were physically and verbally abused by officers assigned to the 35th District.",31156465,latino,female,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
16-0072,2016-02-12,0200,DEPARTMENTAL VIOLATIONS,"According to the complainant, on 4-22-14 at 7:49am, officers assigned to the 2nd District did not follow proper police procedure.",61225358,white,male,0200 02ND DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
16-0073,2016-02-10,2500,LACK OF SERVICE,"According to the complainant, on 5-21-15, they did not receive proper service from an officer and a sergeant assigned to the Special Victims Unit.",90937196,white,male,6702 SPECIAL VICTIMS UNI,Lack of Service,No Sustained Findings,Not Applicable
